2025-02-19 21:21:43 - Database connections opened successfully.
2025-02-19 21:21:43 - Loading transitive closure table into memory...
2025-02-19 21:22:07 - Loaded transitive closure table with 1108452 keys.
2025-02-19 21:22:07 - Loading history table into memory...
2025-02-19 21:22:08 - Loaded history table with 307273 keys.
2025-02-19 21:22:08 - Reading input CSV file 'Cerner_UK_Clinical_Standard-12-02-2025.csv'.
2025-02-19 21:22:09 - Found 1233 unique cluster IDs to process.
2025-02-19 21:22:09 - Cluster 'ACE_INHIBITOR_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'HOSPITAL_ADMISSION_COPD_EXACERBATION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'HYSTERECTOMY_NO_CERVIX_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'IGE_PROC': original count = 1, added = 547, new total = 548 codes.
2025-02-19 21:22:21 - Cluster 'ILLICIT_DRUG_CESSATION_COUNSELING_PROC': original count = 2, added = 9, new total = 11 codes.
2025-02-19 21:22:21 - Cluster 'IMMUNOSUPPRESSIVE_THERAPY_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:21 - Cluster 'IMMUNOTHERAPY_PROC': original count = 2, added = 38, new total = 40 codes.
2025-02-19 21:22:21 - Cluster 'IN_VITRO_FERTILIZATION_PROC': original count = 5, added = 13, new total = 18 codes.
2025-02-19 21:22:21 - Cluster 'INFLUENZA_VACCINE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'INFORMAL_CARER_NEEDS_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:21 - Cluster 'INHALATION_THERAPY_EDUCATION_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'INHALER_TECHNIQUE_OBSERVED_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:21 - Cluster 'INVASIVE_VENTILATION_PROC': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:21 - Cluster 'LDL_CHOLESTEROL_PROC': original count = 1, added = 6, new total = 7 codes.
2025-02-19 21:22:21 - Cluster 'LEARNING_DISABILITIES_HEALTH_ACTION_PLAN_COMPLETED_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'LEARNING_DISABILITIES_HEALTH_ACTION_PLAN_REVIEWED_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'LEARNING_DISABILITIES_HEALTH_ASSESSMENT_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'LIPID_MEASUREMENT_PROC': original count = 1, added = 21, new total = 22 codes.
2025-02-19 21:22:22 - Cluster 'LITHIUM_LEVEL_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'LITHIUM_MEDICATION_REVIEW_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'LITHIUM_TREATMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'LIVER_FUNCTION_TEST_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'LIVING_ENVIRONMENT_ASSESSMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'LONG_TERM_OXYGEN_THERAPY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MRC_BREATHLESS_SCALE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'BREAST_LEFT_MRI_PROC': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:22 - Cluster 'BREAST_RIGHT_MRI_PROC': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:22 - Cluster 'MALNUTRITION_SCREENING_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'MUST_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'MAMMOGRAM_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'MAMMOGRAM_BILATERAL_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'MAMMOGRAM_UNILATERAL_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'MASTECTOMY_BILATERAL_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MASTECTOMY_LEFT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MASTECTOMY_RIGHT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MASTECTOMY_UNILATERAL_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MEASUREMENT_OF_BODY_MASS_INDEX_PROC': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:22 - Cluster 'MEDICATION_REVIEW_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'MENTAL_HEALTH_MEDICATION_REVIEW_PROC': original count = 2, added = 4, new total = 6 codes.
2025-02-19 21:22:22 - Cluster 'MENTAL_HEALTH_REVIEW_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'MENTAL_HEALTH_SCREENING_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'MOBILITY_ASSESSMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'NHS_DIABETES_PREVENTION_PROGRAMME_ATTENDED_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'NONINVASIVE_VENTILATION_PROC': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:22 - Cluster 'NON_HDL_CHOLESTEROL_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'NUTRITIONAL_ASSESSMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'OXYGEN_SATURATION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'OXYGEN_THERAPY_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PALLIATIVE_CARE_PROC': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:22 - Cluster 'PALLIATIVE_CARE_ASSESSMENT_PROC': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:22 - Cluster 'PALLIATIVE_CARE_ASSESSMENT_SCALE_PROC': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:22 - Cluster 'PALLIATIVE_CARE_PLAN_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PAP_TEST_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'PARENTAL_SMOKING_HEALTH_EDUCATION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PATIENT_ACTIVATION_MEASURE_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PERSONAL_GOALS_DISCUSSED_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'PHYSICAL_ACTIVITY_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PLATELET_COUNT_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'POST_BRONCHODILATOR_SPIROMETRY_TESTING_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'POTASSIUM_LEVEL_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'PRESCRIPTION_PAYMENT_EXEMPTION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PRESSURE_ULCER_RISK_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PROLACTIN_LEVEL_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PSYCHOLOGICAL_ASSESSMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'PSYCHOLOGICAL_COUNSELING_PROC': original count = 2, added = 13, new total = 15 codes.
2025-02-19 21:22:22 - Cluster 'PULMONARY_FUNCTION_TEST_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'PULMONARY_REHABILITATION_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'PULSE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'RADICAL_TRACHELECTOMY_PROC': original count = 1, added = 26, new total = 27 codes.
2025-02-19 21:22:22 - Cluster 'RADIOTHERAPY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_PULMONARY_REHABILITATION_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_RHEUMATOLOGIST_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_BY_DIETITIAN_PROC': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_ALCOHOL_TREATMENT_SERVICE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_ASTHMA_CLINIC_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_CARDIAC_REHABILITATION_PROC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_CARDIOLOGY_PROC': original count = 2, added = 2, new total = 4 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_DM_STRUCTURED_EDUCATION_PROGRAMME_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'REFER_TO_DIETITIAN_PROC': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_DRUG_TREATMENT_SERVICE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_EATING_DISORDER_SERVICE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_EXERCISE_PROGRAM_PROC': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_PALLIATIVE_CARE_SPECIALIST_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_PULMONOLOGY_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_SMOKING_CESSATION_SERVICE_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'REFERRAL_TO_WEIGHT_MANAGEMENT_SERVICE_PROC': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:22 - Cluster 'RENAL_DIALYSIS_PROC': original count = 3, added = 1744, new total = 1747 codes.
2025-02-19 21:22:22 - Cluster 'RENAL_TRANSPLANT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'CEREBROSPINAL_FLUID_LEAK_REPAIR_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'RETINAL_EYE_EXAM_PROC': original count = 2, added = 174, new total = 176 codes.
2025-02-19 21:22:22 - Cluster 'RHEUMATOLOGY_VISIT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SARS_COV2_COVID19_SINGLE_DOSE_VACCINE_PROC': original count = 1, added = 6, new total = 7 codes.
2025-02-19 21:22:22 - Cluster 'SARS_COV2_COVID19_VACCINE_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'SERUM_CREATININE_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SEXUAL_HEALTH_EDUCATION_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'SEXUAL_HEALTH_DISCUSSION_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'SEXUAL_HEALTH_EXAMINATION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SEXUAL_HEALTH_REFERRAL_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'SASQ_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SKIN_PRICK_ALLERGY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SOCIAL_ISOLATION_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SOCIAL_PRESCRIBING_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SODIUM_LEVEL_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SPEECH_AND_LANGUAGE_ASSESSMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SPIROMETRY_FEV1_FVC_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'STOMP_MEDICATION_REVIEW_PROC
STOMP_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'SUPPORTIVE_CARE_CPR_EDUCATION_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'T3_TOTAL_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'T4_PROC': original count = 1, added = 22, new total = 23 codes.
2025-02-19 21:22:22 - Cluster 'TERMINATION_OF_PREGNANCY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'THYROID_FUNCTION_TEST_PROC': original count = 1, added = 54, new total = 55 codes.
2025-02-19 21:22:22 - Cluster 'TSH_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'TIME_IN_THERAPEUTIC_RANGE_REVIEW_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'TOBACCO_CESSATION_COUNSELING_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'TOBACCO_CESSATION_PHARMACOTHERAPY_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'TOTAL_CHOLESTEROL_PROC': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:22 - Cluster 'TOTAL_COLECTOMY_PROC': original count = 3, added = 0, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'TRANSOESOPHAGEAL_ECHOCARDIOGRAPHY_TOE_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'TRANSTHORACIC_ECHOCARDIOGRAM_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'TUMOUR_EXCISION_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'URINARY_CONTINENCE_ASSESSMENT_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'VAGINAL_DELIVERY_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'VARICELLA_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'VISION_SCREENING_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'WAIST_CIRCUMFERENCE_MEASUREMENT_PROC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'WARFARIN_THERAPY_PROC': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'WBC_PROC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster '50_QUAL
BILATERAL_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'ABNORMAL_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'ACTIVE_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'CANCELED_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'CARDIOLOGY_SERVICE_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'DEFERRED_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'DENIED_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'ERROR_ENTRY_DELETED_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'EXCLUSION_MEDICAL_REASON_QUAL': original count = 1, added = 141, new total = 142 codes.
2025-02-19 21:22:22 - Cluster 'LT_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'NEGATION_QUAL': original count = 2, added = 54, new total = 56 codes.
2025-02-19 21:22:22 - Cluster 'NEGATIVE_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'NO_QUAL': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'NO_HISTORY_OF_QUAL': original count = 2, added = 54, new total = 56 codes.
2025-02-19 21:22:22 - Cluster 'NORMAL_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'NOT_INDICATED_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'POSITIVE_QUAL': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:22 - Cluster 'RT_QUAL': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'REFUSED_QUAL': original count = 2, added = 675, new total = 677 codes.
2025-02-19 21:22:22 - Cluster 'REJECTED_QUAL': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'RESOLVED_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'UNKNOWN_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'VOIDED_QUAL': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'YES_QUAL': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'RESPIRATORY_DISEASE_SPECIALIST_PRROLE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'EGG_SUB': original count = 1, added = 43, new total = 44 codes.
2025-02-19 21:22:22 - Cluster 'BEATS_PER_MINUTE_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'BREATHS_PER_MINUTE_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'CELLS_PER_MICOLITER_UOM
CELLS_PER_MICROLITER_UOM': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:22 - Cluster 'CENTIMETER_CM_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'DAY_UOM': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:22 - Cluster 'DEGREE_CELSIUS_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'DEGREE_FAHRENHEIT_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'DIOPTER_UOM': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:22 - Cluster 'GRAM_PER_LITRE_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'INCH_IN_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'KILOGRAM_KG_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'KILOGRAM_PER_METER_SQUARED_KG_M2_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'LITER_L_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'LITER_PER_MINUTE_L_MIN_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MICROGRAM_PER_DECILITER_UG_DL_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MICROGRAM_PER_MILLIGRAM_UG_MG_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MICROGRAM_PER_MILLIGRAM_CREATININE_UG_MG_CREA_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MICROGRAM_PER_MINUTE_UG_MIN_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MICROGRAM_PER_MILLILITER_UG_ML_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MILLIGRAM_PER_24HRS_MG_24HRS_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:22 - Cluster 'MILLIGRAM_PER_DECILITER_MG_DL_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'MILLIGRAM_PER_GRAM_MG_G_UOM': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:23 - Cluster 'MILLIMETER_MERCURY_MM_HG_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'MILLIMOLE_PER_LITER_MMOL_L_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'MILLIMOLE_PER_MOLE_MMOL_MOL_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'MONTH_UOM': original count = 2, added = 2, new total = 4 codes.
2025-02-19 21:22:23 - Cluster 'NANOGRAM_PER_MILLILITER_NG_ML_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'NANOMOLE_PER_LITER_NMOL_L_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'OUNCE_OZ_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'PERCENT_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'POUND_LB_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'UNIT_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'UNIT_PER_LITER_U_L_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'WEEK_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'PER_DAY_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:23 - Cluster 'PER_WEEK_UOM': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:24 - Expanded table CSV file 'snomed_expanded_table.csv' created with 869595 rows.
2025-02-19 21:22:24 - Database connections closed.
2025-02-19 21:22:24 - Script executed in 41 seconds
